name,brand,detail,strong,cat1,cat2,wc,ingredients
combava-cedrat,Affinessence,A thrilling scent  full of sparkling and stimulating accords.,,CITRUS,GREEN,Citrus Crisp,"['Cedrat', 'Lime', 'Kaffir Lime (Combava)', 'Woody Notes', 'Cardamom', 'Mint']"
kujten-1,Roos&Roos,Kujten x Roos & Roos is the story of an encounter between two brands created by women who wanted to write together a new chapter in their story. The story of Kujten in perfume! Its sillage is as contemporary  warm and seducing as its namesake.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Classical,"['Orange Blossom', 'Bergamot', 'Sandalwood', 'Musk']"
friendship-magenta-1,S.Oliver,Best friends forever Having just one friend is very special. Thanks to this bond  there is someone who understands you without words. You both think alike and complement each other in many ways. You simply feel that you belong together.,,FLORAL,FRUITY,Floral Crisp Citrus Fruity,"['Peony', 'Petitgrain', 'Musk', 'Jasmine', 'Rose', 'Pear', 'Violet Leaves', 'Peach', 'Sandalwood']"
ege-gaio,Nishane Istanbul,Ege is the Turkish name for the sea which was derived from the Greek name ΑΙGAIO. Having both names together  Nishane pays tribute to the shared skies and culture of Turkish and Greek people who are the neighbouring residents of the Aegean coastline.,,AROMATIC FOUGERE,CITRUS,Aromatic Fougère Crisp Citrus,"['Mint', 'Yuzu', 'Liquorice (Licorice)', 'Anise', 'Basil', 'Violet Leaves', 'Cardamom', 'Incense / Olibanum']"
iceberg-twice-rosa-femme-1,Iceberg,This scent is a refined energy bomb for an active and self-determined life.,Eau de Toilette,FLORAL,FLORAL,Floral Crisp Rose,"['Jasmine', 'Red Currant', 'Cedarwood', 'Carrot Seeds', 'Mallow', 'Grapefruit']"
nina-nature-1,Nina Ricci,Nina Nature is a clean and vegan scent that immerses you in nature. Enjoy a green new world.,Eau de Toilette,FLORAL,GREEN,Floral Fresher Fruity,"['Apple', 'Jasmine (Sambac)', 'Musk', 'Lemon', 'Lily Of The Valley', 'Gardenia', 'Magnolia', 'Vanilla', 'Green Apple', 'Ambrox (Ambergris)']"
be-wonderfully-you,Iceberg,Dedicated to the young  brave  and independent women who are proud of who they are and not afraid to show it the world  Be Wonderfully You is the celebration of their uniqueness  unpredictability  and strength.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Fruity,"['Peony', 'Raspberry Sorbet', 'Cedarwood', 'Jasmine', 'Amber', 'Ginger', 'Lemon', 'Sandalwood']"
myrrhe-musc,Maison Rebatchi,A magnetic fragrance  in which the fruity and woody trail of myrrh is dressed in the creamy softness of musks.,,AMBERY (ORIENTAL),FLORAL,Soft Amber Classical,"['Musk', 'Myrrh', 'Juniper Berries', 'Incense / Olibanum', 'Patchouli', 'Pink Pepper']"
amo-ferragamo-oriental-wood-2022-1,Salvatore Ferragamo,A surreal scent for the balanced  confident woman.,,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp Fruity,"['Oud / Agarwood', 'Red Apple', 'Saffron', 'Cardamom', 'Lemon', 'Vanilla (Bourbon)', 'Jasmine', 'Musk', 'Rose (Taif)']"
noura-floret,Skinn by Titan,Envelope yourself in this beautiful fragrance  skillfully crafted to enhance your vivacity.,,FLORAL,FLORAL,Floral Crisp Rose,"['Rose', 'Grapefruit', 'Amber', 'Pineapple', 'Tangerine', 'Patchouli', 'Pepper', 'Praline', 'Vanilla']"
hielo-antartico-ltd-ed-2021,Victorio & Lucchino,The citrus and acid intensity of the grapefruit turns our watery accord into a refreshing Antarctic Ice accord. The aromatic and spicy notes add masculinity and are wrapped in the character of exotic woods and resins such as sandalwood and patchouli.,Eau de Toilette,AROMATIC FOUGERE,WATERY,Aromatic Fougère Fresher Water,"['Lavender', 'Rosemary', 'Watery', 'Grapefruit', 'Pepper', 'Bergamot', 'Cedarwood', 'Cardamom', 'Incense / Olibanum', 'Sandalwood', 'Violet Leaves', 'Musk']"
giordani-gold-good-as-gold,Oriflame,A bold feminine perfume with luminous floral notes interlaced with warm spicy notes to magnify your glow.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Fruity,"['Orange Blossom', 'Raspberry', 'Ambrox (Ambergris)', 'Ylang-ylang', 'Apple', 'Bergamot', 'Patchouli', 'Saffron', 'Sandalwood']"
princess-style,Marina de Bourbon,"“A mad desire to live  to see  to feel  to seduce  for oneself. I wanted a vibrant  limitless  unconstrained fragrance that irresistibly draws you into the movement of life. An immediate perfume  which makes you smile  makes you want to  imposes itself as a style in itself  as soon as you put it on "" Marina de Bourbon.",,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher Fruity,"['Orange Blossom', 'Ambroxan (Ambergris)', 'Pear', 'Freesia', 'Jasmine', 'Vanilla', 'Blackcurrant', 'Mandarin', 'Vetiver', 'Raspberry Sorbet']"
purple-suede,Goldfield & Banks,Purple Suede transports you to the sunburnt lavender fields of Tasmania  where fragrant purple stems crack in the fierce heat of the midday sun. Seductive  animalic  elegant.,,AROMATIC FOUGERE,WOODY,Aromatic Fougère Rich,"['Lavender', 'Amber', 'Leatherwood', 'Hyssop', 'Oud / Agarwood', 'Civet', 'Oakmoss', 'Patchouli', 'Ciste Labdanum', 'Coriander', 'Pink Pepper']"
invite-only-amber-23-1,Kayali,"“I have always found amber to be one of the most sexy  intense and addictive notes in fragrance. From the minute I smelled my first amber perfume  I knew that I wanted create a scent of my own with this enticing ingredient! The combination is rich  provocative and sumptuous. In all honesty  this juice is literally sexiness in a bottle "" Mona Kattan  co-Founder.",Eau de Parfum,AMBERY (ORIENTAL),AMBERY (ORIENTAL),Amber Classical,"['Amber', 'Honey', 'Cherry (black)', 'Benzoin', 'Vanilla (Madagascar)', 'Citrus Leaves', 'Rose Damascena', 'Rose Centifolia', 'Oud / Agarwood', 'Cypriol / Nagarmota', 'Hazelnut', 'Musk', 'Sandalwood', 'Tobacco Leaf', 'Chocolate', 'Patchouli (Indonesia)']"
iceberg-twice-platinum-femme-eau-de-toilette,Iceberg,Twice Platinum is a synonym of femininity  clean opulence and cool luxury. Addictive and sensual  like a platinum-coloured tattoo on the skin  it leaves an unforgettable trail behind.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Classical,"['Rose Damascena', 'Ambergris', 'Blackcurrant', 'Jasmine', 'Leather', 'Clearwood (Patchouli note)', 'Pink Pepper']"
feels-like-summer-women-2022-1,S.Oliver,Roving with the van through the golden-yellow desert of Tabernas  past prickly pears in full bloom until you reach the dreamy sunsets on the Costa del Sol. Feels Like Summer tempts you away from city life to the long-awaited summer of 2022. It will have you longing for the next adventurous road trip  for moments of real friendship and the company of breath-taking nature. Are you ready for the summer of your life?,,FLORAL,FRUITY,Floral Fresher Fruity,"['Orange Blossom', 'Apple', 'Patchouli', 'Jasmine', 'Peony', 'Bergamot', 'Mandarin', 'Musk']"
iceberg-twice-gold-homme-eau-de-toilette,Iceberg,Twice Gold is a cool luxury scent for the man who wants to live his life intensely and create golden memories.,,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp,"['Amber', 'Tonka Bean', 'Black Pepper', 'Guaiac Wood', 'Woody Notes', 'Benzoin', 'Leather', 'Vanilla']"
iceberg-twice-nero-homme-1,Iceberg,This fragrance is a statement for every man who leads a dynamic and exciting life.,Eau de Toilette,WOODY,CITRUS,Woods Crisp,"['Cedarwood', 'Tangerine', 'Oakmoss', 'Mint', 'Resins', 'Tonka Bean']"
mar-profundo-limited-edition-2024,Victorio & Lucchino,"Immerse yourself in the deep sea with the powerful top note of bergamot and black pepper. The masculine heart is refreshed with a seductive marine and lavender accord to highlight the
personality of the patchouli and labdanum base. An exotic and very seductive perfume to feel the unique force of the sea.",Eau de Toilette,AROMATIC FOUGERE,WATERY,Aromatic Fougère Crisp Water,"['Lavender', 'Marine', 'Ciste Labdanum', 'Patchouli', 'Rosemary', 'Bergamot', 'Cardamom', 'Black Pepper', 'Woody Ambery Note']"
iceberg-change-the-flow,Iceberg,Change the Flow is a bold and unexpected creation born from the fusion of spicy freshness and woody sensuality. An extraordinarily fresh  vivid and enveloping fragrance that celebrates the flow of change  for those who love to live life to the fullest.,,LEATHER,CITRUS,Dry Woods Fresher,"['Saffron', 'Amber', 'Tobacco Leaf', 'Leather', 'Bitter Orange', 'Cedarwood', 'Ginger', 'Sandalwood']"
te-quiero-verde,Victorio & Lucchino,Connect with the purity and balance of nature through the harmony of this aromatic and refreshing fragrance formulated with natural essential oils.,Eau de Toilette,CITRUS,GREEN,Citrus Crisp,"['Bergamot', 'Green Tea', 'Vetiver', 'Petitgrain', 'Rosemary', 'Cardamom', 'Clary Sage', 'Citronella', 'Cedarwood', 'Musk', 'Sandalwood']"
noura-iris,Skinn,This is a white and bright fragrance with a smooth and lingering dry down.,,FLORAL,ALDEHYDIC,Soft Floral Classical,"['Jasmine', 'Musk', 'Narcissus', 'Tuberose', 'Freesia', 'Amber', 'Lime', 'Woody Notes']"
oud-elixir,Veronique Gabai,Sensual and mysterious  Oud Elixir can be worn alone or layered with any perfume signature to enrich its sillage with an unforgettable powerful spell.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Oud / Agarwood', 'Ciste Labdanum', 'Saffron', 'Rose', 'Cypriol / Nagarmota', 'Guaiac Wood', 'Myrrh', 'Amber', 'Mate', 'Patchouli']"
guess-effect-1,Guess,A scent blended for the man who lives life to the fullest.,Eau de Toilette,WOODY,CITRUS,Woods Fresher,"['Sandalwood', 'Grapefruit', 'Clary Sage', 'Guaiac Wood', 'Ambrox (Ambergris)', 'Mandarin', 'Musk', 'Pineapple', 'Rosemary', 'Star Anise', 'Vanilla', 'Violet Leaves']"
dusk,Brown Girl Jane,Grounding and serene  Dusk gently mingles the woodiness of sandalwood and nectar accords to usher in the perfect evening ritual.,,WOODY,CITRUS,Woods Crisp Gourmand,"['Sandalwood', 'Almond Roasted', 'Vanilla', 'Cedarwood', 'Coconut', 'Milk', 'Freesia', 'Jasmine', 'Musk']"
lush-fleur-1,Clean,Inspired by a flower’s delicate petals whose sheer and luminous scent captivates the senses.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Rose Damascena', 'Musk', 'Raspberry', 'Gardenia', 'Jasmine', 'Bergamot', 'Mandarin', 'Amber', 'Moss', 'Vanilla']"
cloud-pink,Ariana Grande,Empowering and optimistic  the Ariana Grande Cloud Pink fragrance is inspired by a confidence that reveals both beauty and strength  no matter the storm.,,WOODY,AMBERY (ORIENTAL),Woody Amber Fresher Gourmand,"['Woody Ambery Note', 'Pineapple', 'Praline', 'Vanilla', 'Moss', 'Musk', 'Pitahaya', 'Coconut Milk', 'Ambrette Seed']"
mcm-eau-de-parfum,MCM,The spirited scent of wanderlust in a boundary-pushing unisex fragrance.,Eau de Parfum,CHYPRE,FRUITY,Mossy Woods Crisp Fruity,"['Moss', 'Raspberry', 'Peony', 'Apricot', 'Jasmine', 'Sandalwood', 'Vanilla', 'Violet Leaves', 'Ambrox (Ambergris)']"
bombshell-oud,Victoria's Secret,Sensual and intriguing  Bombshell Oud has the boldness of an award-winning Bombshell fragrance with the Gulf’s signature scent  oud  at the heart of it.,,WOODY,AMBERY (ORIENTAL),Woody Amber Fresher Fruity,"['Oud / Agarwood', 'Peony', 'Saffron']"
ck-one-summer-2021-1,Calvin Klein,An explosion of colourful freshness. A pure and vibrant juice for the summer of 2021.,Eau de Toilette,CITRUS,GREEN,Citrus Crisp,"['Grapefruit', 'Eucalyptus', 'Woody Notes', 'Lemon', 'Watery', 'Peach', 'Rhubarb', 'Watermelon', 'Ambrox (Ambergris)']"
zaad-arctic,O Boticário,O Boticário went to Iceland to venture into the amazing landscapes of the Arctic in search of inspiration. Zaad Arctic invites you to travel and experience the freedom of the unexpected.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Amber', 'Geranium', 'Pepper', 'Cedarwood', 'Elemi', 'Cypress', 'Tea (Black)', 'Bergamot', 'Grapefruit', 'Oakmoss', 'Watery']"
test-2,MCM,This collector's edition of MCM Eau de Parfum features the original graffiti work of celebrated artist Sambypen  transforming it into a symbol of spontaneous self-expression.,,CHYPRE,FRUITY,Mossy Woods Fresher Fruity,"['Moss', 'Apricot', 'Peony', 'Raspberry', 'Jasmine', 'Sandalwood', 'Vanilla', 'Violet Leaves', 'Ambrox (Ambergris)']"
diva-rouge,Ungaro,Diva Rouge was created for all women who live their lives with fun and joy  always bringing a touch of irreverence and drama  always embracing the unexpected against the monotony of the mundane.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp White Flower,"['Gardenia', 'Pink Pepper', 'Vetiver (Haiti)', 'Almond Blossom', 'Jasmine (Sambac)', 'Bergamot', 'Mandarin', 'Red Currant', 'Tonka Bean', 'Apricot', 'Cedarwood (Virginia)']"
decades-80s-couture,Cher,"""It amazes me that I have been famous for sixty years. When I started everything was changing  and just like music  art and clothes  perfume changed too. These fragrances represent those decades for me. There was electricity in the air and life smelled of excitement "" Cher.",,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Citrus,"['Orange Blossom', 'Mandarin', 'Tonka Bean', 'Gardenia', 'Cashmeran (Woody musky)']"
very-sexy-orchid-eau-de-parfum,Victoria's Secret,An opulent  exotic orchid in a moonlit wood. Deep  dark and decadent: Very Sexy Orchid. Give in to desire.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Fruity,"['Orchid', 'Blackcurrant Bud', 'Patchouli', 'Iris / Orris', 'Citruses', 'Pink Pepper', 'Sandalwood']"
vanilla-skin,Phlur,Vanilla Skin is a multidimensional take on an intoxicating sensual gourmand.,,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp Gourmand,"['Vanilla', 'Oud / Agarwood', 'Cashmeran (Woody musky)', 'Sugar', 'Sandalwood', 'Apple', 'Benzoin', 'Pink Pepper', 'Jasmine', 'Lily']"
nobody-nowhere,Boitown,When the sky and the sea blend into one  we are lost in absolute silence. Deep in our souls  everyone is an island  with a true reflection of ourselves. That's the place where nobody can be disturbed. I'm alone  but I'm not lonely.,,FLORAL,CITRUS,Floral Crisp Citrus,"['Jasmine', 'Lemon', 'Guaiac Wood', 'Blood Orange', 'Freesia', 'Peony', 'Coconut', 'Rhubarb', 'Ambroxan (Ambergris)', 'Eucalyptus', 'Clary Sage', 'Vetiver']"
decades-60s-couture,Cher,“I'm astonished that I have been famous for sixty years. When I started everything was changing  and just like music  art  and clothing  perfume also changed. These scents represent those Decades for me. There was electricity in the air and life smelled like excitement ” Cher.,,FLORAL,CITRUS,Floral Fresher Citrus,"['Rose', 'Bergamot', 'Amber', 'Violet', 'Patchouli', 'Pink Pepper']"
oui-juicy-couture-play-sweet-diva,Juicy Couture,Put on some glitter and step into the spotlight with Sweet Diva  an utterly addictive scent from the Oui Juicy Couture Play collection. Say oui (yes) to your magnetic personality and be over the top whenever  wherever because you are your own diva!,Eau de Parfum,FLORAL,AMBERY (ORIENTAL),Floral Amber Fresher Fruity,"['Peony', 'Raspberry', 'Ambrox (Ambergris)', 'Freesia', 'Gardenia', 'Cedarwood', 'Coconut', 'Musk', 'Pear', 'Sandalwood']"
life-energy,Hinode,Life Energy is as intoxicating as sunlight  invigorating and energising. On contact with the skin  its fragrance awakens the emotions we wish to feel  with a radiant energy like that of a sunbath.,,FLORAL,AROMATIC FOUGERE,Floral Crisp Lavender,"['Lavender', 'Lotus', 'Patchouli']"
decades-90s-couture,Cher,"""It amazes me that I have been famous for sixty years. When I started everything was changing  and just like music  art and clothes  perfume changed too. These fragrances represent those decades for me. There was electricity in the air and life smelled of excitement "" Cher.",,FLORAL,FRUITY,Floral Crisp Fruity,"['Pear', 'Jasmine (Sambac)', 'Sandalwood', 'Bergamot', 'Vanilla (Bourbon)']"
guess-uomo-acqua,Guess,As free and confident as the original Guess Uomo. This illuminating fragrance offers a bold expression of freshness through its olfactory ode to the Mediterranean.,,AROMATIC FOUGERE,CITRUS,Aromatic Fougère Crisp Citrus,"['Lemon', 'Juniper Berries', 'Sandalwood', 'Cypress', 'Clary Sage', 'Cardamom', 'Cucumber', 'Palo Santo', 'Seaweed / Algae']"
tantrum,Boy Smells,Speak your truth and break expectations. Tantrum is an explosively green cocktail that demands to be heard.,,CITRUS,GREEN,Green Crisp,"['Galbanum', 'Green Pepper', 'Cedarwood (Virginia)', 'Bergamot', 'Mate', 'Mint', 'Iris / Orris', 'Marigold', 'Sandalwood', 'Vetiver', 'Ambrox (Ambergris)']"
panama-fefe,Panama 1924,"In the 1900s  in Naples  to describe a neatly dressed person  always fashionable  they called him ""Fefé"". Strolling along the Via Chiaia  with his panama hat and walking stick  he liked to show off his elegance and refinement.",,WOODY,WOODY,Woods Classical,"['Cedarwood (Virginia)', 'Saffron', 'Bergamot', 'Cashmeran (Woody musky)', 'Guaiac Wood', 'Sandalwood', 'Orange Blossom', 'Jasmine (Sambac)', 'Amber', 'Lemon', 'Musk', 'Patchouli', 'Tarragon']"
